Carcass,Unit,Visibility,GroundCover,Season,HabitatType,Split,Size,DateFound
513,1,H,B,WS,HT2,C2,S,2/19/2017
514,1,H,B,WS,HT2,C2,S,2/19/2017
515,2,L,A,SF,HT1,C2,XL,1/10/2017
516,2,L,A,SF,HT1,C2,XL,1/10/2017
517,2,L,A,SF,HT1,C2,XL,1/10/2017
518,2,L,A,SF,HT1,C2,XL,1/10/2017
519,2,L,A,SF,HT1,C2,XL,1/10/2017
520,2,L,A,SF,HT2,C1,XL,1/10/2017
521,2,L,A,SF,HT2,C1,XL,1/10/2017
522,2,L,A,SF,HT2,C1,XL,1/10/2017
523,2,L,A,SF,HT2,C1,XL,1/10/2017
524,2,L,A,SF,HT2,C1,XL,1/10/2017
525,2,L,A,SF,HT2,C2,XL,1/10/2017
526,2,L,A,SF,HT2,C2,XL,1/10/2017
527,2,L,A,SF,HT2,C2,XL,1/10/2017
528,2,L,A,SF,HT2,C2,XL,1/10/2017
529,2,L,A,SF,HT2,C2,XL,1/10/2017
530,2,L,A,SF,HT2,C2,XL,1/10/2017
531,2,L,A,WS,HT1,C1,XL,1/10/2017
532,2,L,A,WS,HT1,C1,XL,1/10/2017
533,2,L,A,WS,HT1,C1,XL,1/10/2017
534,2,L,A,WS,HT1,C1,XL,1/10/2017
535,2,L,A,WS,HT1,C1,XL,1/10/2017
536,2,L,A,WS,HT1,C2,XL,1/10/2017
537,2,L,A,WS,HT1,C2,XL,1/10/2017
538,2,L,A,WS,HT1,C2,XL,1/10/2017
539,2,L,A,WS,HT1,C2,XL,1/10/2017
540,2,L,A,WS,HT2,C1,XL,1/10/2017
541,2,L,A,WS,HT2,C1,XL,1/10/2017
542,2,L,A,WS,HT2,C1,XL,1/10/2017
543,2,L,A,WS,HT2,C2,XL,1/10/2017
544,2,L,A,WS,HT2,C2,XL,1/17/2017
545,2,L,A,WS,HT2,C2,XL,1/17/2017
546,2,L,A,WS,HT2,C2,XL,1/17/2017
547,2,L,B,SF,HT1,C1,XL,1/17/2017
548,2,L,B,SF,HT1,C1,XL,1/17/2017
549,2,L,B,SF,HT1,C1,XL,1/17/2017
550,2,L,B,SF,HT1,C1,XL,1/17/2017
551,2,L,B,SF,HT2,C1,XL,1/17/2017
552,2,L,B,SF,HT2,C1,XL,1/17/2017
553,2,L,B,SF,HT2,C1,XL,1/17/2017
554,2,L,B,SF,HT2,C1,XL,1/17/2017
555,2,L,B,SF,HT2,C2,XL,1/17/2017
556,2,L,B,SF,HT2,C2,XL,1/17/2017
557,2,L,B,SF,HT2,C2,XL,1/17/2017
558,2,L,B,SF,HT2,C2,XL,1/17/2017
559,2,L,B,WS,HT1,C1,XL,1/17/2017
560,2,L,B,WS,HT1,C1,XL,1/17/2017
561,2,L,B,WS,HT1,C1,XL,1/17/2017
562,2,L,B,WS,HT1,C1,XL,1/17/2017
563,2,L,B,WS,HT1,C2,XL,1/17/2017
564,2,L,B,WS,HT1,C2,XL,1/17/2017
565,2,L,B,WS,HT1,C2,XL,1/17/2017
566,2,L,B,WS,HT1,C2,XL,1/24/2017
567,2,L,B,WS,HT1,C2,XL,1/24/2017
568,2,L,B,WS,HT1,C2,XL,1/24/2017
569,2,L,B,WS,HT2,C1,XL,1/24/2017
570,2,L,B,WS,HT2,C1,XL,1/24/2017
571,2,L,B,WS,HT2,C1,XL,1/24/2017
572,2,L,B,WS,HT2,C1,XL,1/24/2017
573,2,L,B,WS,HT2,C2,XL,1/24/2017
574,2,L,B,WS,HT2,C2,XL,1/24/2017
575,2,L,B,WS,HT2,C2,XL,1/24/2017
576,2,L,B,WS,HT2,C2,XL,1/24/2017
577,2,L,B,WS,HT2,C2,XL,1/24/2017
578,2,M,A,SF,HT1,C2,XL,1/24/2017
579,2,M,A,SF,HT1,C2,XL,1/24/2017
580,2,M,A,SF,HT1,C2,XL,1/24/2017
581,2,M,A,WS,HT1,C1,XL,1/24/2017
582,2,M,A,WS,HT1,C1,XL,1/24/2017
583,2,M,A,WS,HT1,C1,XL,1/24/2017
584,2,M,A,WS,HT1,C1,XL,1/24/2017
585,2,M,A,WS,HT1,C1,XL,1/24/2017
586,2,M,A,WS,HT1,C1,XL,1/24/2017
587,2,M,B,SF,HT2,C2,XL,1/24/2017
588,2,M,B,SF,HT2,C2,XL,1/24/2017
589,2,M,B,SF,HT2,C2,XL,1/3/2017
590,2,M,B,WS,HT1,C1,XL,1/3/2017
591,2,M,B,WS,HT1,C1,XL,1/3/2017
592,2,M,B,WS,HT1,C1,XL,1/3/2017
593,2,M,B,WS,HT1,C1,XL,1/3/2017
594,2,M,B,WS,HT1,C2,XL,1/3/2017
595,2,M,B,WS,HT1,C2,XL,1/3/2017
596,2,M,B,WS,HT1,C2,XL,1/3/2017
597,2,M,B,WS,HT1,C2,XL,1/3/2017
598,2,M,B,WS,HT2,C1,XL,1/3/2017
599,2,M,B,WS,HT2,C1,XL,1/3/2017
600,2,M,B,WS,HT2,C1,XL,1/3/2017
601,2,M,B,WS,HT2,C1,XL,1/3/2017
602,2,M,B,WS,HT2,C1,XL,1/3/2017
603,2,M,B,WS,HT2,C1,XL,1/3/2017
604,2,M,B,WS,HT2,C2,XL,1/3/2017
605,2,M,B,WS,HT2,C2,XL,1/3/2017
606,2,M,B,WS,HT2,C2,XL,1/3/2017
607,2,H,A,WS,HT1,C1,XL,1/3/2017
608,2,H,A,WS,HT1,C1,XL,1/3/2017
609,2,H,A,WS,HT1,C1,XL,1/31/2017
610,2,H,A,WS,HT1,C1,XL,1/31/2017
611,2,H,A,WS,HT2,C1,XL,1/31/2017
612,2,H,A,WS,HT2,C1,XL,1/31/2017
613,2,H,A,WS,HT2,C1,XL,1/31/2017
614,2,H,A,WS,HT2,C1,XL,1/31/2017
615,2,H,A,WS,HT2,C1,XL,1/31/2017
616,2,L,A,SF,HT1,C1,L,1/10/2017
617,2,L,A,SF,HT1,C1,L,1/10/2017
618,2,L,A,SF,HT1,C1,L,1/10/2017
619,2,L,A,SF,HT1,C1,L,1/10/2017
620,2,L,A,SF,HT1,C1,L,1/10/2017
621,2,L,A,SF,HT1,C2,L,1/10/2017
622,2,L,A,SF,HT1,C2,L,1/10/2017
623,2,L,A,SF,HT1,C2,L,1/10/2017
624,2,L,A,SF,HT1,C2,L,1/10/2017
625,2,L,A,SF,HT2,C1,L,1/10/2017
626,2,L,A,SF,HT2,C1,L,1/10/2017
627,2,L,A,SF,HT2,C1,L,1/10/2017
628,2,L,A,SF,HT2,C1,L,1/10/2017
629,2,L,A,SF,HT2,C1,L,1/10/2017
630,2,L,A,SF,HT2,C1,L,1/10/2017
631,2,L,A,SF,HT2,C2,L,1/10/2017
632,2,L,A,SF,HT2,C2,L,1/10/2017
633,2,L,A,SF,HT2,C2,L,1/10/2017
634,2,L,A,SF,HT2,C2,L,1/17/2017
635,2,L,A,WS,HT1,C1,L,1/17/2017
636,2,L,A,WS,HT1,C1,L,1/17/2017
637,2,L,A,WS,HT1,C1,L,1/17/2017
638,2,L,A,WS,HT1,C1,L,1/17/2017
639,2,L,A,WS,HT1,C1,L,1/17/2017
640,2,L,A,WS,HT1,C1,L,1/17/2017
641,2,L,A,WS,HT1,C2,L,1/17/2017
642,2,L,A,WS,HT1,C2,L,1/17/2017
643,2,L,A,WS,HT1,C2,L,1/17/2017
644,2,L,A,WS,HT2,C1,L,1/17/2017
645,2,L,A,WS,HT2,C1,L,1/17/2017
646,2,L,A,WS,HT2,C1,L,1/17/2017
647,2,L,A,WS,HT2,C2,L,1/17/2017
648,2,L,A,WS,HT2,C2,L,1/17/2017
649,2,L,A,WS,HT2,C2,L,1/17/2017
650,2,L,A,WS,HT2,C2,L,1/17/2017
651,2,L,B,SF,HT1,C1,L,1/17/2017
652,2,L,B,SF,HT1,C1,L,1/17/2017
653,2,L,B,SF,HT1,C1,L,1/17/2017
654,2,L,B,SF,HT1,C1,L,1/17/2017
655,2,L,B,SF,HT1,C2,L,1/17/2017
656,2,L,B,SF,HT1,C2,L,1/24/2017
657,2,L,B,SF,HT1,C2,L,1/24/2017
658,2,L,B,SF,HT1,C2,L,1/24/2017
659,2,L,B,SF,HT2,C1,L,1/24/2017
660,2,L,B,SF,HT2,C1,L,1/24/2017
661,2,L,B,SF,HT2,C1,L,1/24/2017
662,2,L,B,SF,HT2,C1,L,1/24/2017
663,2,L,B,SF,HT2,C1,L,1/24/2017
664,2,L,B,SF,HT2,C1,L,1/24/2017
665,2,L,B,SF,HT2,C2,L,1/24/2017
666,2,L,B,SF,HT2,C2,L,1/24/2017
667,2,L,B,SF,HT2,C2,L,1/24/2017
668,2,L,B,SF,HT2,C2,L,1/24/2017
669,2,L,B,SF,HT2,C2,L,1/24/2017
670,2,L,B,SF,HT2,C2,L,1/24/2017
671,2,L,B,WS,HT1,C1,L,1/24/2017
672,2,L,B,WS,HT1,C1,L,1/24/2017
673,2,L,B,WS,HT1,C1,L,1/24/2017
674,2,L,B,WS,HT1,C1,L,1/24/2017
675,2,L,B,WS,HT1,C1,L,1/24/2017
676,2,L,B,WS,HT1,C1,L,1/24/2017
677,2,L,B,WS,HT1,C2,L,1/24/2017
678,2,L,B,WS,HT1,C2,L,1/24/2017
679,2,L,B,WS,HT1,C2,L,1/24/2017
680,2,L,B,WS,HT1,C2,L,1/24/2017
681,2,L,B,WS,HT1,C2,L,1/24/2017
682,2,L,B,WS,HT1,C2,L,1/3/2017
683,2,L,B,WS,HT2,C1,L,1/3/2017
684,2,L,B,WS,HT2,C1,L,1/3/2017
685,2,L,B,WS,HT2,C1,L,1/3/2017
686,2,L,B,WS,HT2,C2,L,1/3/2017
687,2,L,B,WS,HT2,C2,L,1/3/2017
688,2,L,B,WS,HT2,C2,L,1/3/2017
689,2,M,A,SF,HT1,C2,L,1/3/2017
690,2,M,A,SF,HT1,C2,L,1/3/2017
691,2,M,A,SF,HT1,C2,L,1/3/2017
692,2,M,A,SF,HT1,C2,L,1/3/2017
693,2,M,A,WS,HT1,C1,L,1/3/2017
694,2,M,A,WS,HT1,C1,L,1/3/2017
695,2,M,A,WS,HT1,C1,L,1/3/2017
696,2,M,A,WS,HT1,C1,L,1/3/2017
697,2,M,A,WS,HT1,C1,L,1/3/2017
698,2,M,B,SF,HT1,C1,L,1/3/2017
699,2,M,B,SF,HT1,C1,L,1/3/2017
700,2,M,B,SF,HT1,C1,L,1/3/2017
701,2,M,B,SF,HT2,C2,L,1/3/2017
702,2,M,B,SF,HT2,C2,L,1/3/2017
703,2,M,B,SF,HT2,C2,L,1/31/2017
704,2,M,B,SF,HT2,C2,L,1/31/2017
705,2,M,B,SF,HT2,C2,L,1/31/2017
706,2,M,B,SF,HT2,C2,L,1/31/2017
707,2,M,B,WS,HT1,C1,L,1/31/2017
708,2,M,B,WS,HT1,C1,L,1/31/2017
709,2,M,B,WS,HT1,C1,L,1/31/2017
710,2,M,B,WS,HT1,C1,L,1/31/2017
711,2,M,B,WS,HT1,C1,L,1/31/2017
712,2,M,B,WS,HT1,C1,L,1/31/2017
713,2,M,B,WS,HT1,C2,L,1/31/2017
714,2,M,B,WS,HT1,C2,L,1/31/2017
715,2,M,B,WS,HT1,C2,L,1/31/2017
716,2,M,B,WS,HT1,C2,L,1/31/2017
717,2,M,B,WS,HT1,C2,L,1/31/2017
718,2,M,B,WS,HT2,C1,L,1/31/2017
719,2,M,B,WS,HT2,C1,L,1/31/2017
720,2,M,B,WS,HT2,C1,L,2/14/2017
721,2,M,B,WS,HT2,C2,L,2/14/2017
722,2,M,B,WS,HT2,C2,L,2/14/2017
723,2,M,B,WS,HT2,C2,L,2/14/2017
724,2,M,B,WS,HT2,C2,L,2/14/2017
725,2,H,A,WS,HT1,C1,L,2/14/2017
726,2,H,A,WS,HT1,C1,L,2/14/2017
727,2,H,A,WS,HT1,C1,L,2/14/2017
728,2,H,A,WS,HT1,C1,L,2/14/2017
729,2,H,A,WS,HT1,C2,L,2/14/2017
730,2,H,A,WS,HT1,C2,L,2/14/2017
731,2,H,A,WS,HT1,C2,L,2/14/2017
732,2,H,A,WS,HT1,C2,L,2/14/2017
733,2,H,A,WS,HT1,C2,L,2/14/2017
734,2,H,A,WS,HT2,C1,L,2/14/2017
735,2,H,A,WS,HT2,C1,L,2/14/2017
736,2,H,A,WS,HT2,C1,L,2/14/2017
737,2,H,A,WS,HT2,C1,L,2/14/2017
738,2,H,A,WS,HT2,C1,L,2/14/2017
739,2,H,B,WS,HT1,C2,L,2/14/2017
740,2,H,B,WS,HT1,C2,L,2/14/2017
741,2,H,B,WS,HT1,C2,L,2/14/2017
742,2,H,B,WS,HT1,C2,L,2/14/2017
743,2,L,A,SF,HT1,C1,M,1/10/2017
744,2,L,A,SF,HT1,C1,M,1/10/2017
745,2,L,A,SF,HT1,C1,M,1/10/2017
746,2,L,A,SF,HT1,C1,M,1/10/2017
747,2,L,A,SF,HT1,C1,M,1/10/2017
748,2,L,A,SF,HT1,C1,M,1/10/2017
749,2,L,A,SF,HT1,C2,M,1/10/2017
750,2,L,A,SF,HT1,C2,M,1/10/2017
751,2,L,A,SF,HT1,C2,M,1/10/2017
752,2,L,A,SF,HT1,C2,M,1/10/2017
753,2,L,A,SF,HT1,C2,M,1/10/2017
754,2,L,A,SF,HT2,C1,M,1/10/2017
755,2,L,A,SF,HT2,C1,M,1/10/2017
756,2,L,A,SF,HT2,C1,M,1/10/2017
757,2,L,A,SF,HT2,C1,M,1/10/2017
758,2,L,A,SF,HT2,C1,M,1/10/2017
759,2,L,A,SF,HT2,C1,M,1/10/2017
760,2,L,A,SF,HT2,C2,M,1/10/2017
761,2,L,A,SF,HT2,C2,M,1/10/2017
762,2,L,A,SF,HT2,C2,M,1/10/2017
763,2,L,A,WS,HT1,C1,M,1/17/2017
764,2,L,A,WS,HT1,C1,M,1/17/2017
765,2,L,A,WS,HT1,C1,M,1/17/2017
766,2,L,A,WS,HT1,C1,M,1/17/2017
767,2,L,A,WS,HT1,C1,M,1/17/2017
768,2,L,A,WS,HT1,C1,M,1/17/2017
769,2,L,A,WS,HT1,C2,M,1/17/2017
770,2,L,A,WS,HT1,C2,M,1/17/2017
771,2,L,A,WS,HT1,C2,M,1/17/2017
772,2,L,A,WS,HT2,C1,M,1/17/2017
773,2,L,A,WS,HT2,C1,M,1/17/2017
774,2,L,A,WS,HT2,C1,M,1/17/2017
775,2,L,A,WS,HT2,C1,M,1/17/2017
776,2,L,A,WS,HT2,C1,M,1/17/2017
777,2,L,A,WS,HT2,C1,M,1/17/2017
778,2,L,A,WS,HT2,C2,M,1/17/2017
779,2,L,A,WS,HT2,C2,M,1/17/2017
780,2,L,A,WS,HT2,C2,M,1/17/2017
781,2,L,B,SF,HT1,C1,M,1/17/2017
782,2,L,B,SF,HT1,C1,M,1/17/2017
783,2,L,B,SF,HT1,C1,M,1/24/2017
784,2,L,B,SF,HT1,C1,M,1/24/2017
785,2,L,B,SF,HT1,C1,M,1/24/2017
786,2,L,B,SF,HT1,C1,M,1/24/2017
787,2,L,B,SF,HT1,C2,M,1/24/2017
788,2,L,B,SF,HT1,C2,M,1/24/2017
789,2,L,B,SF,HT1,C2,M,1/24/2017
790,2,L,B,SF,HT1,C2,M,1/24/2017
791,2,L,B,SF,HT1,C2,M,1/24/2017
792,2,L,B,SF,HT2,C1,M,1/24/2017
793,2,L,B,SF,HT2,C1,M,1/24/2017
794,2,L,B,SF,HT2,C1,M,1/24/2017
795,2,L,B,SF,HT2,C1,M,1/24/2017
796,2,L,B,SF,HT2,C2,M,1/24/2017
797,2,L,B,SF,HT2,C2,M,1/24/2017
798,2,L,B,SF,HT2,C2,M,1/24/2017
799,2,L,B,SF,HT2,C2,M,1/24/2017
800,2,L,B,SF,HT2,C2,M,1/24/2017
801,2,L,B,WS,HT1,C1,M,1/24/2017
802,2,L,B,WS,HT1,C1,M,1/24/2017
803,2,L,B,WS,HT1,C1,M,1/24/2017
804,2,L,B,WS,HT1,C1,M,1/24/2017
805,2,L,B,WS,HT1,C1,M,1/24/2017
806,2,L,B,WS,HT1,C1,M,1/24/2017
807,2,L,B,WS,HT1,C2,M,1/24/2017
808,2,L,B,WS,HT1,C2,M,1/24/2017
809,2,L,B,WS,HT1,C2,M,1/24/2017
810,2,L,B,WS,HT1,C2,M,1/24/2017
811,2,L,B,WS,HT1,C2,M,1/24/2017
812,2,L,B,WS,HT1,C2,M,1/24/2017
813,2,L,B,WS,HT2,C1,M,1/3/2017
814,2,L,B,WS,HT2,C1,M,1/3/2017
815,2,L,B,WS,HT2,C1,M,1/3/2017
816,2,L,B,WS,HT2,C1,M,1/3/2017
817,2,L,B,WS,HT2,C1,M,1/3/2017
818,2,L,B,WS,HT2,C1,M,1/3/2017
819,2,L,B,WS,HT2,C2,M,1/3/2017
820,2,L,B,WS,HT2,C2,M,1/3/2017
821,2,L,B,WS,HT2,C2,M,1/3/2017
822,2,L,B,WS,HT2,C2,M,1/3/2017
823,2,M,A,SF,HT1,C2,M,1/3/2017
824,2,M,A,SF,HT1,C2,M,1/3/2017
825,2,M,A,SF,HT1,C2,M,1/3/2017
826,2,M,A,WS,HT1,C1,M,1/3/2017
827,2,M,A,WS,HT1,C1,M,1/3/2017
828,2,M,A,WS,HT1,C1,M,1/3/2017
829,2,M,A,WS,HT1,C1,M,1/3/2017
830,2,M,A,WS,HT1,C1,M,1/3/2017
831,2,M,A,WS,HT1,C1,M,1/3/2017
832,2,M,B,SF,HT1,C1,M,1/3/2017
833,2,M,B,SF,HT1,C1,M,1/3/2017
834,2,M,B,SF,HT1,C1,M,1/3/2017
835,2,M,B,SF,HT1,C1,M,1/31/2017
836,2,M,B,SF,HT1,C1,M,1/31/2017
837,2,M,B,SF,HT1,C1,M,1/31/2017
838,2,M,B,SF,HT2,C2,M,1/31/2017
839,2,M,B,SF,HT2,C2,M,1/31/2017
840,2,M,B,SF,HT2,C2,M,1/31/2017
841,2,M,B,WS,HT1,C1,M,1/31/2017
842,2,M,B,WS,HT1,C1,M,1/31/2017
843,2,M,B,WS,HT1,C1,M,1/31/2017
844,2,M,B,WS,HT1,C1,M,1/31/2017
845,2,M,B,WS,HT1,C2,M,1/31/2017
846,2,M,B,WS,HT1,C2,M,1/31/2017
847,2,M,B,WS,HT1,C2,M,1/31/2017
848,2,M,B,WS,HT2,C1,M,1/31/2017
849,2,M,B,WS,HT2,C1,M,1/31/2017
850,2,M,B,WS,HT2,C1,M,1/31/2017
851,2,M,B,WS,HT2,C1,M,1/31/2017
852,2,M,B,WS,HT2,C2,M,1/31/2017
853,2,M,B,WS,HT2,C2,M,1/31/2017
854,2,M,B,WS,HT2,C2,M,1/31/2017
855,2,H,A,SF,HT2,C1,M,1/31/2017
856,2,H,A,SF,HT2,C1,M,1/31/2017
857,2,H,A,SF,HT2,C1,M,1/31/2017
858,2,H,A,SF,HT2,C1,M,1/31/2017
859,2,H,A,SF,HT2,C1,M,1/31/2017
860,2,H,A,SF,HT2,C1,M,2/14/2017
861,2,H,A,SF,HT2,C2,M,2/14/2017
862,2,H,A,SF,HT2,C2,M,2/14/2017
863,2,H,A,SF,HT2,C2,M,2/14/2017
864,2,H,A,SF,HT2,C2,M,2/14/2017
865,2,H,A,WS,HT1,C1,M,2/14/2017
866,2,H,A,WS,HT1,C1,M,2/14/2017
867,2,H,A,WS,HT1,C1,M,2/14/2017
868,2,H,A,WS,HT1,C1,M,2/14/2017
869,2,H,A,WS,HT1,C1,M,2/14/2017
870,2,H,A,WS,HT1,C2,M,2/14/2017
871,2,H,A,WS,HT1,C2,M,2/14/2017
872,2,H,A,WS,HT1,C2,M,2/14/2017
873,2,H,A,WS,HT1,C2,M,2/14/2017
874,2,H,A,WS,HT1,C2,M,2/14/2017
875,2,H,A,WS,HT1,C2,M,2/14/2017
876,2,H,A,WS,HT2,C1,M,2/14/2017
877,2,H,A,WS,HT2,C1,M,2/14/2017
878,2,H,A,WS,HT2,C1,M,2/14/2017
879,2,H,B,WS,HT1,C1,M,2/14/2017
880,2,H,B,WS,HT1,C1,M,2/14/2017
881,2,H,B,WS,HT1,C1,M,2/14/2017
882,2,H,B,WS,HT1,C2,M,2/14/2017
883,2,H,B,WS,HT1,C2,M,2/21/2017
884,2,H,B,WS,HT1,C2,M,2/21/2017
885,2,H,B,WS,HT1,C2,M,2/21/2017
886,2,H,B,WS,HT1,C2,M,2/21/2017
887,2,L,A,SF,HT1,C1,S,1/10/2017
888,2,L,A,SF,HT1,C1,S,1/10/2017
889,2,L,A,SF,HT1,C1,S,1/10/2017
890,2,L,A,SF,HT1,C1,S,1/10/2017
891,2,L,A,SF,HT1,C1,S,1/10/2017
892,2,L,A,SF,HT1,C2,S,1/10/2017
893,2,L,A,SF,HT1,C2,S,1/10/2017
894,2,L,A,SF,HT1,C2,S,1/10/2017
895,2,L,A,SF,HT2,C1,S,1/10/2017
896,2,L,A,SF,HT2,C1,S,1/10/2017
897,2,L,A,SF,HT2,C1,S,1/10/2017
898,2,L,A,SF,HT2,C1,S,1/10/2017
899,2,L,A,SF,HT2,C1,S,1/10/2017
900,2,L,A,SF,HT2,C2,S,1/10/2017
901,2,L,A,SF,HT2,C2,S,1/10/2017
902,2,L,A,SF,HT2,C2,S,1/10/2017
903,2,L,A,SF,HT2,C2,S,1/10/2017
904,2,L,A,SF,HT2,C2,S,1/10/2017
905,2,L,A,SF,HT2,C2,S,1/10/2017
906,2,L,A,WS,HT1,C1,S,1/10/2017
907,2,L,A,WS,HT1,C1,S,1/10/2017
908,2,L,A,WS,HT1,C1,S,1/10/2017
909,2,L,A,WS,HT1,C2,S,1/17/2017
910,2,L,A,WS,HT1,C2,S,1/17/2017
911,2,L,A,WS,HT1,C2,S,1/17/2017
912,2,L,A,WS,HT1,C2,S,1/17/2017
913,2,L,A,WS,HT2,C1,S,1/17/2017
914,2,L,A,WS,HT2,C1,S,1/17/2017
915,2,L,A,WS,HT2,C1,S,1/17/2017
916,2,L,A,WS,HT2,C1,S,1/17/2017
917,2,L,A,WS,HT2,C2,S,1/17/2017
918,2,L,A,WS,HT2,C2,S,1/17/2017
919,2,L,A,WS,HT2,C2,S,1/17/2017
920,2,L,A,WS,HT2,C2,S,1/17/2017
921,2,L,A,WS,HT2,C2,S,1/17/2017
922,2,L,B,SF,HT1,C1,S,1/17/2017
923,2,L,B,SF,HT1,C1,S,1/17/2017
924,2,L,B,SF,HT1,C1,S,1/17/2017
925,2,L,B,SF,HT1,C2,S,1/24/2017
926,2,L,B,SF,HT1,C2,S,1/24/2017
927,2,L,B,SF,HT1,C2,S,1/24/2017
928,2,L,B,SF,HT2,C1,S,1/24/2017
929,2,L,B,SF,HT2,C1,S,1/24/2017
930,2,L,B,SF,HT2,C1,S,1/24/2017
931,2,L,B,SF,HT2,C2,S,1/24/2017
932,2,L,B,SF,HT2,C2,S,1/24/2017
933,2,L,B,SF,HT2,C2,S,1/24/2017
934,2,L,B,SF,HT2,C2,S,1/24/2017
935,2,L,B,WS,HT1,C1,S,1/24/2017
936,2,L,B,WS,HT1,C1,S,1/24/2017
937,2,L,B,WS,HT1,C1,S,1/24/2017
938,2,L,B,WS,HT1,C2,S,1/24/2017
939,2,L,B,WS,HT1,C2,S,1/24/2017
940,2,L,B,WS,HT1,C2,S,1/24/2017
941,2,L,B,WS,HT2,C1,S,1/24/2017
942,2,L,B,WS,HT2,C1,S,1/3/2017
943,2,L,B,WS,HT2,C1,S,1/3/2017
944,2,L,B,WS,HT2,C1,S,1/3/2017
945,2,L,B,WS,HT2,C1,S,1/3/2017
946,2,L,B,WS,HT2,C1,S,1/3/2017
947,2,L,B,WS,HT2,C2,S,1/3/2017
948,2,L,B,WS,HT2,C2,S,1/3/2017
949,2,L,B,WS,HT2,C2,S,1/3/2017
950,2,L,B,WS,HT2,C2,S,1/3/2017
951,2,L,B,WS,HT2,C2,S,1/3/2017
952,2,M,A,SF,HT1,C1,S,1/3/2017
953,2,M,A,SF,HT1,C1,S,1/3/2017
954,2,M,A,SF,HT1,C1,S,1/3/2017
955,2,M,A,SF,HT1,C2,S,1/3/2017
956,2,M,A,SF,HT1,C2,S,1/3/2017
957,2,M,A,SF,HT1,C2,S,1/3/2017
958,2,M,A,SF,HT2,C1,S,1/3/2017
959,2,M,A,SF,HT2,C1,S,1/3/2017
960,2,M,A,SF,HT2,C1,S,1/3/2017
961,2,M,A,SF,HT2,C2,S,1/3/2017
962,2,M,A,SF,HT2,C2,S,1/3/2017
963,2,M,A,SF,HT2,C2,S,1/31/2017
964,2,M,A,SF,HT2,C2,S,1/31/2017
965,2,M,A,WS,HT1,C1,S,1/31/2017
966,2,M,A,WS,HT1,C1,S,1/31/2017
967,2,M,A,WS,HT1,C1,S,1/31/2017
968,2,M,A,WS,HT2,C2,S,1/31/2017
969,2,M,A,WS,HT2,C2,S,1/31/2017
970,2,M,A,WS,HT2,C2,S,1/31/2017
971,2,M,B,SF,HT1,C1,S,1/31/2017
972,2,M,B,SF,HT1,C1,S,1/31/2017
973,2,M,B,SF,HT1,C1,S,1/31/2017
974,2,M,B,SF,HT1,C2,S,1/31/2017
975,2,M,B,SF,HT1,C2,S,1/31/2017
976,2,M,B,SF,HT1,C2,S,1/31/2017
977,2,M,B,SF,HT1,C2,S,1/31/2017
978,2,M,B,SF,HT1,C2,S,1/31/2017
979,2,M,B,SF,HT1,C2,S,1/31/2017
980,2,M,B,SF,HT2,C2,S,1/31/2017
981,2,M,B,SF,HT2,C2,S,1/31/2017
982,2,M,B,SF,HT2,C2,S,1/31/2017
983,2,M,B,WS,HT1,C1,S,1/31/2017
984,2,M,B,WS,HT1,C1,S,1/31/2017
985,2,M,B,WS,HT1,C1,S,1/31/2017
986,2,M,B,WS,HT1,C1,S,1/31/2017
987,2,M,B,WS,HT1,C1,S,1/31/2017
988,2,M,B,WS,HT1,C1,S,1/31/2017
989,2,M,B,WS,HT1,C2,S,1/31/2017
990,2,M,B,WS,HT1,C2,S,2/14/2017
991,2,M,B,WS,HT1,C2,S,2/14/2017
992,2,M,B,WS,HT1,C2,S,2/14/2017
993,2,M,B,WS,HT2,C1,S,2/14/2017
994,2,M,B,WS,HT2,C1,S,2/14/2017
995,2,M,B,WS,HT2,C1,S,2/14/2017
996,2,M,B,WS,HT2,C2,S,2/14/2017
997,2,M,B,WS,HT2,C2,S,2/14/2017
998,2,M,B,WS,HT2,C2,S,2/14/2017
999,2,M,B,WS,HT2,C2,S,2/14/2017
1000,2,M,B,WS,HT2,C2,S,2/14/2017
1001,2,M,B,WS,HT2,C2,S,2/14/2017
1002,2,H,A,SF,HT2,C1,S,2/14/2017
1003,2,H,A,SF,HT2,C1,S,2/14/2017
1004,2,H,A,SF,HT2,C1,S,2/14/2017
1005,2,H,A,SF,HT2,C1,S,2/14/2017
1006,2,H,A,SF,HT2,C1,S,2/14/2017
1007,2,H,A,SF,HT2,C1,S,2/14/2017
1008,2,H,A,SF,HT2,C2,S,2/21/2017
1009,2,H,A,SF,HT2,C2,S,2/21/2017
1010,2,H,A,SF,HT2,C2,S,2/21/2017
1011,2,H,A,SF,HT2,C2,S,2/21/2017
1012,2,H,A,WS,HT1,C1,S,2/21/2017
1013,2,H,A,WS,HT1,C1,S,2/21/2017
1014,2,H,A,WS,HT1,C1,S,2/21/2017
1015,2,H,A,WS,HT1,C2,S,2/21/2017
1016,2,H,A,WS,HT1,C2,S,2/21/2017
1017,2,H,A,WS,HT1,C2,S,2/21/2017
1018,2,H,A,WS,HT1,C2,S,2/21/2017
1019,2,H,A,WS,HT1,C2,S,2/21/2017
1020,2,H,A,WS,HT1,C2,S,2/21/2017
1021,2,H,A,WS,HT2,C1,S,2/21/2017
1022,2,H,A,WS,HT2,C1,S,2/21/2017
1023,2,H,A,WS,HT2,C1,S,2/21/2017
1024,2,H,A,WS,HT2,C1,S,2/21/2017
